LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,91.25726907,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,95.06883567,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,95.70491069,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,99.30665468,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,97.94798879,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,103.3349937,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,103.2313474,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,103.1789053,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,102.7715644,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,103.9712252,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,102.0648321,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,86.02777263,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,85.54633835,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,86.44973246,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,88.58549131,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,89.87593348,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,91.25726907,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,95.06883567,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,95.70491069,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,99.30665468,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,97.94798879,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,103.3349937,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,103.2313474,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,103.1789053,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,102.7715644,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,103.9712252,
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,102.0648321,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,84.0283173,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,83.48201718,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,84.67604028,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,87.36809643,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,88.71646767,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,90.31641957,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,93.87624473,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,94.47724493,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,98.54101384,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,97.20723732,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,99.35314385,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,99.25171769,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,99.19247627,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,98.78810078,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,100.1033802,
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,98.27415955,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,82.82031876,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,83.31538554,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,86.3042322,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,87.63483807,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,91.11137477,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,91.86347079,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,95.74708544,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,96.50028733,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,100.1399802,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,98.78719959,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,98.96795058,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,98.66779364,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,97.22302126,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,96.95270551,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,106.3893819,
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,104.4004509,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,81.44408026,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,86.48849149,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,88.88259215,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,92.29083491,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,95.05071453,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,97.47731324,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,99.38082467,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.41975589,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,100.7316914,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,100.8988644,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,101.5398384,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,105.7171601,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,114.7592651,
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,118.3564777,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,81.44408026,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,86.48849149,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,88.88259215,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,92.29083491,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,95.05071453,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,97.47731324,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,99.38082467,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,99.41975589,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,100.7316914,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,100.8988644,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,101.5398384,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,105.7171601,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,114.7592651,
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,118.3564777,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,81.44408026,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,86.48849149,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,88.88259215,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,92.29083491,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,95.05071453,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,97.47731324,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,99.38082467,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,99.41975589,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,100.7316914,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,100.8988644,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,101.5398384,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,105.7171601,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,114.7592651,
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,118.3564777,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,81.44408026,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,86.48849149,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,88.88259215,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,92.29083491,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,95.05071453,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,97.47731324,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,99.38082467,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,99.41975589,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,100.7316914,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,100.8988644,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,101.5398384,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,105.7171601,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,114.7592651,
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,118.3564777,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,110.6236866,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,108.6130887,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,106.5860753,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,105.3574523,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,107.7143315,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,108.8940526,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,111.0747723,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,94.59728761,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,93.39243606,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,97.7076243,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,106.0265185,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,106.7069773,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,105.3220623,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,104.1480841,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,103.5513257,
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,102.7859466,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,110.6236866,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,108.6130887,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,106.5860753,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,105.3574523,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,107.7143315,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,108.8940526,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,111.0747723,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,94.59728761,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,93.39243606,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,97.7076243,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,106.0265185,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,106.7069773,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,105.3220623,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,104.1480841,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,103.5513257,
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,102.7859466,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,110.6236866,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,108.6130887,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,106.5860753,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,105.3574523,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,107.7143315,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,108.8940526,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,111.0747723,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,94.59728761,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,93.39243606,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,97.7076243,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,106.0265185,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,106.7069773,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,105.3220623,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,104.1480841,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,103.5513257,
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,102.7859466,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,110.6236866,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,108.6130887,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,106.5860753,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,105.3574523,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,107.7143315,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,108.8940526,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,111.0747723,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,94.59728761,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,93.39243606,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,97.7076243,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,106.0265185,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,106.7069773,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,105.3220623,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,104.1480841,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,103.5513257,
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,102.7859466,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,81.55885821,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,83.55145571,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,81.84131256,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,79.95481357,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,91.07468277,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,95.10322739,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,104.5120408,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,111.6675669,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,116.2502821,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,120.96286,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,116.5518288,
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,117.5122084,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,81.55885821,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,83.55145571,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,81.84131256,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,79.95481357,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,91.07468277,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,95.10322739,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,104.5120408,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,111.6675669,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,116.2502821,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,120.96286,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,116.5518288,
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,117.5122084,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,81.55885821,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,83.55145571,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,81.84131256,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,79.95481357,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,91.07468277,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,95.10322739,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,104.5120408,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,111.6675669,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,116.2502821,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,120.96286,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,116.5518288,
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,117.5122084,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,91.39967385,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,93.60276559,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,91.66761943,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,89.57461008,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,91.04171812,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,95.0697161,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,104.5684332,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,111.7420254,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,116.2892352,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,121.0244817,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,130.5290585,
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,131.5996182,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,107.2993507,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,108.1475962,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,106.6283869,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,110.4795355,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,113.9530257,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,113.8308285,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,107.826888,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.2016852,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,99.7386996,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,98.97862366,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.0678747,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.4621999,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,101.4479993,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,102.9066917,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,104.7204074,
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,105.4554651,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,104.2989242,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,105.2286472,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,103.750442,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,107.8271234,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,111.6344002,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,111.514163,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,106.5598655,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,102.9003244,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.1265295,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,98.86933735,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,101.2759916,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,101.5621082,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,101.591498,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,102.9426934,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,104.7368684,
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,105.4435314,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,107.2993507,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,108.1475962,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,106.6283869,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,110.4795355,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,113.9530257,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,113.8308285,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,107.826888,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,102.2016852,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,99.7386996,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,98.97862366,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,101.0678747,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,101.4621999,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,101.4479993,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,102.9066917,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,104.7204074,
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,105.4554651,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,104.2989242,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,105.2286472,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,103.750442,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,107.8271234,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,111.6344002,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,111.514163,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,106.5598655,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,102.9003244,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,100.1265295,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,98.86933735,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,101.2759916,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,101.5621082,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,101.591498,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,102.9426934,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,104.7368684,
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,105.4435314,
